Date,Open,High,Low,Close,Adj Close,Volume
2002-04-11,15.700000,15.900000,15.300000,15.600000,11.402655,17664
2002-04-12,15.600000,16.250000,15.600000,15.950000,11.658485,34376
2002-04-15,16.200001,16.549999,15.900000,15.900000,11.621938,24066
2002-04-16,16.000000,16.250000,15.750000,15.850000,11.585391,16680
2002-04-17,16.200001,16.400000,16.000000,16.100000,11.768126,12025
2002-04-18,16.049999,16.500000,15.900000,16.250000,11.877766,15586
2002-04-19,16.000000,16.299999,15.800000,16.000000,11.695032,27425
2002-04-22,15.300000,16.600000,15.300000,16.350000,11.950861,18173
2002-04-23,16.250000,16.400000,15.900000,16.100000,11.768126,33512
2002-04-24,16.200001,16.400000,16.000000,16.049999,11.731578,23627
2002-04-25,16.500000,16.500000,15.800000,15.900000,11.621938,29788
2002-04-26,16.500000,16.500000,15.750000,15.900000,11.621938,11551
2002-04-29,16.000000,16.100000,15.800000,15.850000,11.585391,18710
2002-04-30,16.049999,16.200001,16.000000,16.000000,11.695032,79795
2002-05-01,null,null,null,null,null,null
2002-05-02,16.400000,16.799999,15.850000,16.000000,11.695032,22586
2002-05-03,16.000000,17.500000,15.800000,17.150000,12.535609,168781
2002-05-06,17.600000,18.000000,16.549999,17.250000,12.608703,110848
2002-05-07,17.750000,17.900000,17.400000,17.600000,12.864533,569144
2002-05-08,18.000000,18.000000,17.500000,17.500000,12.791439,41353
2002-05-09,17.500000,17.500000,17.100000,17.250000,12.608703,20400
2002-05-10,17.100000,17.200001,16.549999,16.700001,12.206690,20565
2002-05-13,16.750000,16.900000,16.400000,16.500000,12.060502,20465
2002-05-14,16.750000,16.750000,16.500000,16.650000,12.170139,18950
2002-05-15,16.450001,16.750000,16.000000,16.049999,11.731578,26208
2002-05-16,16.000000,16.350000,15.650000,16.000000,11.695032,19054
2002-05-17,15.600000,16.000000,15.300000,15.500000,11.329562,29521
2002-05-20,15.150000,15.150000,13.650000,13.950000,10.196605,49500
2002-05-21,15.250000,15.250000,12.800000,12.800000,9.356027,32577
2002-05-22,13.000000,13.500000,12.900000,13.450000,9.831135,23345
2002-05-23,13.500000,13.950000,13.000000,13.900000,10.160060,9171
2002-05-24,14.250000,14.900000,14.200000,14.750000,10.781357,14048
2002-05-27,14.300000,15.000000,14.300000,14.800000,10.817904,17150
2002-05-28,14.600000,14.650000,14.150000,14.400000,10.525529,9347
2002-05-29,14.350000,14.600000,14.250000,14.400000,10.525529,15575
2002-05-30,14.550000,14.950000,14.250000,14.250000,10.415887,14062
2002-05-31,14.950000,14.950000,14.100000,14.200000,10.379339,8730
2002-06-03,14.500000,14.950000,14.350000,14.700000,10.744811,10887
2002-06-04,14.750000,15.500000,14.750000,15.450000,11.293016,20912
2002-06-05,15.500000,16.500000,15.500000,16.049999,11.731578,45001
2002-06-06,16.450001,16.500000,15.400000,15.650000,11.439201,29086
2002-06-07,15.750000,15.750000,14.900000,15.200000,11.110278,26621
2002-06-10,16.200001,17.200001,16.100000,17.000000,12.425971,87804
2002-06-11,17.799999,17.799999,17.000000,17.150000,12.535609,78263
2002-06-12,16.750000,17.900000,16.700001,17.150000,12.535609,59730
2002-06-13,17.750000,17.799999,16.600000,16.750000,12.243237,27549
2002-06-14,17.049999,17.200001,16.700001,16.750000,12.243237,23895
2002-06-17,17.750000,17.799999,17.250000,17.250000,12.608703,33883
2002-06-18,17.500000,17.799999,17.250000,17.250000,12.608703,40741
2002-06-19,17.750000,17.799999,16.600000,16.950001,12.389424,50823
2002-06-20,17.000000,17.250000,16.700001,17.100000,12.499064,23517
2002-06-21,17.500000,18.000000,17.200001,17.549999,12.827987,43117
2002-06-24,17.500000,19.500000,17.500000,18.950001,13.851303,167930
2002-06-25,19.400000,19.850000,18.100000,18.299999,13.376190,66985
2002-06-26,18.350000,18.500000,17.549999,17.700001,12.937626,34168
2002-06-27,null,null,null,null,null,null
2002-06-28,null,null,null,null,null,null
2002-07-01,18.500000,19.200001,18.299999,18.750000,13.705114,50609
2002-07-02,19.000000,19.200001,18.400000,18.650000,13.632022,36845
2002-07-03,18.200001,18.650000,17.549999,17.900000,13.083817,1474494
2002-07-04,18.200001,18.250000,17.750000,18.000000,13.156911,17175
2002-07-05,17.750000,18.299999,17.600000,18.200001,13.303101,18933
2002-07-08,18.400000,18.750000,18.299999,18.600000,13.595477,40951
2002-07-09,18.400000,18.750000,18.150000,18.250000,13.339644,23725
2002-07-10,18.900000,18.900000,18.150000,18.200001,13.303101,21995
2002-07-11,18.049999,18.350000,18.000000,18.000000,13.156911,23860
2002-07-12,18.000000,18.000000,17.600000,17.650000,12.901081,813978
2002-07-15,17.900000,17.900000,17.000000,17.049999,12.462518,23270
2002-07-16,17.000000,17.600000,17.000000,17.150000,12.535609,22997
2002-07-17,17.150000,17.299999,17.000000,17.049999,12.462518,14055
2002-07-18,17.049999,17.250000,16.900000,17.000000,12.425971,313150
2002-07-19,17.000000,17.150000,16.850000,17.000000,12.425971,308550
2002-07-22,16.600000,16.600000,16.000000,16.250000,11.877766,20800
2002-07-23,16.600000,16.600000,16.049999,16.150000,11.804673,13025
2002-07-24,16.000000,16.200001,16.000000,16.049999,11.731578,5800
2002-07-25,16.500000,16.500000,16.049999,16.250000,11.877766,12850
2002-07-26,16.049999,16.150000,15.800000,15.800000,11.548843,36365
2002-07-29,15.500000,15.950000,15.500000,15.700000,11.475749,9995
2002-07-30,17.799999,17.799999,15.800000,15.850000,11.585391,18350
2002-07-31,15.600000,16.000000,15.600000,16.000000,11.695032,14900
2002-08-01,15.900000,16.350000,15.750000,16.350000,11.950861,8981
2002-08-02,16.000000,16.200001,15.950000,16.200001,11.841219,3680
2002-08-05,15.900000,16.450001,15.900000,16.299999,11.914313,14235
2002-08-06,16.200001,16.500000,16.150000,16.299999,11.914313,4810
2002-08-07,16.900000,16.900000,16.400000,16.450001,12.023955,5650
2002-08-08,16.250000,16.700001,16.049999,16.049999,11.731578,12790
2002-08-09,14.400000,16.299999,14.400000,15.900000,11.621938,6026
2002-08-12,16.250000,16.250000,16.000000,16.100000,11.768126,8950
2002-08-13,15.750000,16.200001,15.750000,16.000000,11.695032,8250
2002-08-14,16.000000,16.250000,16.000000,16.100000,11.768126,9075
2002-08-15,null,null,null,null,null,null
2002-08-16,16.150000,16.400000,16.100000,16.250000,11.877766,6600
2002-08-19,16.150000,16.400000,16.150000,16.299999,11.914313,2300
2002-08-20,16.299999,16.400000,16.100000,16.200001,11.841219,2925
2002-08-21,16.299999,16.500000,16.049999,16.100000,11.768126,10300
2002-08-22,16.100000,16.250000,16.000000,16.000000,11.695032,4100
2002-08-23,16.000000,16.250000,15.550000,16.100000,11.768126,27525
2002-08-26,16.049999,16.250000,15.800000,16.150000,11.804673,5000
2002-08-27,16.150000,16.150000,15.900000,15.900000,11.621938,24429
2002-08-28,16.400000,16.400000,16.049999,16.200001,11.841219,9750
2002-08-29,16.150000,16.250000,16.000000,16.000000,11.695032,25600
2002-08-30,15.800000,16.100000,15.800000,15.800000,11.548843,12700
2002-09-02,16.049999,16.200001,16.000000,16.100000,11.768126,10519
2002-09-03,15.300000,16.150000,15.300000,16.100000,11.768126,7079
2002-09-04,16.000000,16.049999,15.850000,16.000000,11.695032,6400
2002-09-05,16.000000,16.150000,15.950000,16.150000,11.804673,6000
2002-09-06,16.049999,16.100000,15.900000,16.000000,11.695032,7720
2002-09-09,16.000000,16.250000,16.000000,16.000000,11.695032,8298
2002-09-10,null,null,null,null,null,null
2002-09-11,16.400000,16.400000,16.150000,16.400000,11.987410,17400
2002-09-12,16.900000,18.549999,16.750000,18.000000,13.156911,58620
2002-09-13,18.000000,18.000000,17.500000,17.600000,12.864533,33575
2002-09-16,17.799999,17.799999,17.000000,17.450001,12.754891,317160
2002-09-17,17.500000,17.850000,17.350000,17.600000,12.864533,319897
2002-09-18,16.799999,16.850000,16.049999,16.500000,13.102767,19000
2002-09-19,16.500000,16.500000,15.750000,15.800000,12.546892,12266
2002-09-20,16.000000,16.000000,15.400000,15.500000,12.308659,14290
2002-09-23,15.650000,15.650000,14.700000,15.000000,11.911605,20000
2002-09-24,15.000000,15.000000,14.700000,14.950000,11.871898,8585
2002-09-25,14.650000,14.850000,14.650000,14.800000,11.752784,2500
2002-09-26,15.100000,15.100000,14.500000,14.600000,11.593962,3902
2002-09-27,14.150000,14.900000,14.150000,14.500000,11.514553,5505
2002-09-30,15.000000,15.500000,14.750000,14.800000,11.752784,10529
2002-10-01,14.950000,15.000000,14.650000,14.950000,11.871898,3800
2002-10-02,null,null,null,null,null,null
2002-10-03,14.750000,15.200000,14.500000,14.500000,11.514553,8525
2002-10-04,14.500000,14.650000,14.400000,14.500000,11.514553,4582
2002-10-07,14.500000,14.700000,14.250000,14.550000,11.554256,2466
2002-10-08,15.500000,15.500000,14.350000,14.450000,11.474845,7370
2002-10-09,14.900000,14.950000,14.250000,14.450000,11.474845,12150
2002-10-10,14.250000,14.800000,14.250000,14.500000,11.514553,12600
2002-10-11,14.500000,14.650000,14.150000,14.200000,11.276321,6850
2002-10-14,14.900000,14.900000,13.750000,14.050000,11.157204,10670
2002-10-15,null,null,null,null,null,null
2002-10-16,14.100000,14.100000,13.750000,13.800000,10.958677,5700
2002-10-17,13.750000,14.150000,13.750000,13.900000,11.038089,1675
2002-10-18,14.100000,14.100000,13.900000,13.950000,11.077793,2865
2002-10-21,14.000000,14.100000,13.900000,14.000000,11.117497,4300
2002-10-22,13.900000,14.000000,13.500000,13.600000,10.799854,4250
2002-10-23,13.600000,13.750000,13.600000,13.700000,10.879268,3785
2002-10-24,13.700000,13.800000,13.600000,13.700000,10.879268,2210
2002-10-25,13.550000,13.750000,13.550000,13.600000,10.799854,5310
2002-10-28,13.500000,13.800000,13.500000,13.750000,10.918972,4975
2002-10-29,14.000000,14.000000,13.650000,13.750000,10.918972,1605
2002-10-30,13.950000,13.950000,13.700000,13.900000,11.038089,1910
2002-10-31,14.000000,14.250000,14.000000,14.000000,11.117497,5549
2002-11-01,14.500000,14.500000,14.000000,14.250000,11.316025,3800
2002-11-04,14.600000,14.600000,14.350000,14.500000,11.514553,5350
2002-11-05,14.500000,15.000000,14.500000,14.950000,11.871898,10025
2002-11-06,null,null,null,null,null,null
2002-11-07,14.700000,14.850000,14.300000,14.450000,11.474845,9242
2002-11-08,14.500000,14.600000,14.200000,14.250000,11.316025,8476
2002-11-11,14.500000,14.550000,14.350000,14.400000,11.435141,4418
2002-11-12,14.300000,14.500000,14.250000,14.400000,11.435141,5100
2002-11-13,14.300000,14.350000,14.150000,14.350000,11.395439,5345
2002-11-14,14.300000,14.500000,14.300000,14.300000,11.355730,5000
2002-11-15,14.250000,14.450000,13.850000,14.000000,11.117497,15244
2002-11-18,14.150000,14.350000,14.100000,14.300000,11.355730,5100
2002-11-19,null,null,null,null,null,null
2002-11-20,13.600000,14.600000,13.600000,14.350000,11.395439,7302
2002-11-21,14.500000,14.500000,14.350000,14.400000,11.435141,6200
2002-11-22,14.500000,14.800000,14.400000,14.600000,11.593962,6875
2002-11-25,14.550000,15.400000,14.550000,15.100000,11.991016,7543
2002-11-26,15.250000,15.500000,15.250000,15.250000,12.110132,11825
2002-11-27,15.600000,15.750000,15.150000,15.400000,12.229249,12610
2002-11-28,15.500000,15.900000,15.400000,15.800000,12.546892,14493
2002-11-29,16.000000,16.000000,15.400000,15.400000,12.229249,7800
2002-12-02,16.000000,16.000000,15.550000,15.600000,12.388071,19720
2002-12-03,15.900000,16.150000,15.550000,15.550000,12.348365,7010
2002-12-04,15.600000,15.750000,15.350000,15.400000,12.229249,7077
2002-12-05,15.400000,15.700000,15.400000,15.450000,12.268954,9050
2002-12-06,15.400000,16.200001,15.400000,16.000000,12.705712,19305
2002-12-09,16.000000,16.299999,15.800000,15.850000,12.586596,22845
2002-12-10,15.500000,15.750000,15.400000,15.550000,12.348365,14375
2002-12-11,16.000000,16.000000,15.250000,15.500000,12.308659,15800
2002-12-12,16.000000,16.450001,15.900000,16.049999,12.745417,34248
2002-12-13,16.000000,16.400000,16.000000,16.350000,12.983651,21150
2002-12-16,17.000000,17.100000,16.049999,16.100000,12.785125,30036
2002-12-17,16.750000,16.750000,15.500000,15.950000,12.666007,24403
2002-12-18,17.000000,17.400000,16.400000,16.450001,13.063063,29117
2002-12-19,16.400000,16.700001,16.100000,16.400000,13.023355,21710
2002-12-20,16.250000,16.900000,16.250000,16.750000,13.301293,12100
2002-12-23,16.350000,16.500000,16.049999,16.250000,12.904241,9012
2002-12-24,15.300000,16.500000,15.300000,16.400000,13.023355,6375
2002-12-25,null,null,null,null,null,null
2002-12-26,16.900000,16.900000,16.049999,16.200001,12.864535,10930
2002-12-27,16.299999,16.350000,16.100000,16.150000,12.824828,9765
2002-12-30,15.500000,16.000000,15.450000,15.450000,12.268954,22100
2002-12-31,15.700000,15.800000,15.300000,15.400000,12.229249,24690
2003-01-01,15.750000,15.750000,15.400000,15.500000,12.308659,8480
2003-01-02,15.500000,15.850000,15.500000,15.500000,12.308659,10355
2003-01-03,15.500000,15.550000,15.450000,15.450000,12.268954,6975
2003-01-06,15.500000,15.600000,15.150000,15.150000,12.030722,12925
2003-01-07,15.450000,15.450000,15.000000,15.000000,11.911605,22235
2003-01-08,15.250000,15.450000,15.150000,15.350000,12.189541,8425
2003-01-09,14.850000,15.600000,14.850000,15.300000,12.149838,14641
2003-01-10,15.400000,15.950000,15.000000,15.500000,12.308659,31619
2003-01-13,15.500000,15.900000,15.450000,15.500000,12.308659,15750
2003-01-14,16.000000,16.549999,15.850000,16.200001,12.864535,53891
2003-01-15,16.750000,17.250000,16.500000,16.850000,13.380703,63318
2003-01-16,16.950001,17.799999,16.950001,17.350000,13.777758,128331
2003-01-17,17.500000,17.600000,17.150000,17.250000,13.698345,33977
2003-01-20,17.350000,17.900000,17.350000,17.600000,13.976283,93530
2003-01-21,17.850000,18.500000,17.799999,18.400000,14.611568,115624
2003-01-22,18.600000,18.900000,18.150000,18.200001,14.452749,116063
2003-01-23,18.450001,18.500000,17.250000,17.299999,13.738052,83103
2003-01-24,17.299999,17.500000,16.299999,16.549999,13.142470,62993
2003-01-27,16.299999,16.400000,15.500000,15.600000,12.388071,46199
2003-01-28,16.000000,16.000000,15.400000,15.550000,12.348365,29150
2003-01-29,15.900000,16.500000,15.650000,16.150000,12.824828,33205
2003-01-30,16.100000,16.299999,15.500000,15.700000,12.467480,31950
2003-01-31,15.800000,15.900000,15.250000,15.350000,12.189541,36995
2003-02-03,16.000000,16.250000,15.800000,16.100000,12.785125,23620
2003-02-04,16.200001,16.549999,16.000000,16.350000,12.983651,34925
2003-02-05,16.350000,16.400000,16.150000,16.250000,12.904241,9495
2003-02-06,16.150000,16.350000,16.000000,16.299999,12.943945,12132
2003-02-07,16.000000,16.250000,16.000000,16.000000,12.705712,25169
2003-02-10,16.000000,16.200001,15.900000,16.150000,12.824828,18291
2003-02-11,16.150000,16.299999,16.100000,16.200001,12.864535,28260
2003-02-12,16.000000,16.250000,15.900000,16.000000,12.705712,15106
2003-02-13,null,null,null,null,null,null
2003-02-14,15.900000,16.200001,15.750000,16.049999,12.745417,29900
2003-02-17,16.000000,16.250000,15.850000,16.100000,12.785125,41125
2003-02-18,16.250000,16.500000,16.150000,16.250000,12.904241,12100
2003-02-19,16.350000,16.500000,16.200001,16.299999,12.943945,7955
2003-02-20,16.500000,17.250000,16.500000,16.750000,13.301293,60584
2003-02-21,17.000000,17.000000,16.500000,16.700001,13.261588,15749
2003-02-24,16.900000,17.150000,16.750000,16.799999,13.341001,37382
2003-02-25,16.799999,17.000000,16.750000,16.900000,13.420408,41934
2003-02-26,16.799999,16.950001,16.549999,16.650000,13.221881,13546
2003-02-27,16.600000,16.900000,16.549999,16.750000,13.301293,14120
2003-02-28,17.049999,17.200001,16.549999,17.049999,13.539525,55891
2003-03-03,17.250000,17.600000,17.200001,17.450001,13.857165,44075
2003-03-04,17.250000,17.250000,16.700001,16.700001,13.261588,21650
2003-03-05,16.600000,16.700001,16.299999,16.650000,13.221881,11960
2003-03-06,16.799999,16.850000,16.500000,16.500000,13.102767,10515
2003-03-07,16.299999,16.350000,16.100000,16.150000,12.824828,10966
2003-03-10,16.400000,16.500000,15.900000,15.900000,12.626302,14820
2003-03-11,15.600000,16.000000,15.300000,16.000000,12.705712,20600
2003-03-12,15.850000,16.100000,15.850000,15.900000,12.626302,93432
2003-03-13,15.950000,16.200001,15.600000,16.000000,12.705712,21900
2003-03-14,null,null,null,null,null,null
2003-03-17,15.750000,16.250000,15.650000,16.200001,12.864535,18971
2003-03-18,null,null,null,null,null,null
2003-03-19,16.200001,16.299999,16.049999,16.299999,12.943945,16931
2003-03-20,15.900000,16.500000,15.900000,16.350000,12.983651,66791
2003-03-21,16.400000,16.500000,16.200001,16.350000,12.983651,10000
2003-03-24,16.250000,16.549999,16.000000,16.100000,12.785125,22050
2003-03-25,15.800000,16.100000,15.800000,15.900000,12.626302,17312
2003-03-26,16.000000,16.350000,16.000000,16.150000,12.824828,79300
2003-03-27,16.000000,16.150000,15.950000,16.049999,12.745417,9575
2003-03-28,16.000000,16.250000,15.800000,15.800000,12.546892,20000
2003-03-31,16.000000,16.000000,15.600000,15.650000,12.427773,11700
2003-04-01,16.000000,16.000000,15.750000,15.900000,12.626302,10410
2003-04-02,16.450001,16.500000,15.900000,16.299999,12.943945,33889
2003-04-03,16.299999,16.799999,16.299999,16.700001,13.261588,12560
2003-04-04,16.900000,17.250000,16.650000,17.150000,13.618934,29007
2003-04-07,17.350000,18.150000,17.200001,18.049999,14.333634,59193
2003-04-08,18.500000,19.500000,18.150000,18.950001,15.048328,190304
2003-04-09,19.000000,19.600000,18.250000,18.299999,14.532156,98129
2003-04-10,18.250000,18.500000,17.950001,18.049999,14.333634,55681
2003-04-11,18.400000,18.600000,18.000000,18.150000,14.413045,27003
2003-04-14,null,null,null,null,null,null
2003-04-15,18.500000,18.500000,18.000000,18.250000,14.492455,21760
2003-04-16,18.250000,19.000000,18.150000,18.200001,14.452749,535010
2003-04-17,18.250000,18.299999,17.950001,18.100000,14.373340,30614
2003-04-18,null,null,null,null,null,null
2003-04-21,18.000000,18.299999,18.000000,18.250000,14.492455,169300
2003-04-22,18.100000,18.299999,18.000000,18.200001,14.452749,12850
2003-04-23,18.049999,18.150000,17.850000,18.000000,14.293929,31524
2003-04-24,17.900000,17.900000,17.600000,17.600000,13.976283,16200
2003-04-25,17.600000,18.000000,17.600000,17.700001,14.055695,22915
2003-04-28,17.799999,18.100000,17.799999,18.000000,14.293929,19240
2003-04-29,18.000000,18.200001,17.799999,17.799999,14.135105,514575
2003-04-30,17.950001,18.200001,17.799999,18.100000,14.373340,17450
2003-05-01,null,null,null,null,null,null
2003-05-02,18.350000,18.450001,18.150000,18.350000,14.571866,230395
2003-05-05,19.100000,19.500000,18.500000,19.450001,15.445384,603735
2003-05-06,19.750000,20.450001,19.549999,19.750000,15.683617,625344
2003-05-07,20.000000,20.049999,19.500000,19.750000,15.683617,51380
2003-05-08,19.950001,20.000000,19.549999,19.700001,15.643911,550185
2003-05-09,19.700001,19.900000,19.549999,19.700001,15.643911,660909
2003-05-12,19.450001,19.450001,17.950001,18.100000,14.373340,94393
2003-05-13,18.450001,18.450001,18.000000,18.049999,14.333634,52688
2003-05-14,17.750000,18.750000,17.750000,18.250000,14.492455,71399
2003-05-15,18.500000,19.299999,18.500000,18.950001,15.048328,80434
2003-05-16,19.200001,19.200001,18.450001,18.650000,14.810098,51713
2003-05-19,19.000000,19.000000,18.100000,18.200001,14.452749,41188
2003-05-20,18.000000,18.650000,17.900000,18.500000,14.690981,41223
2003-05-21,18.650000,18.799999,18.200001,18.500000,14.690981,56222
2003-05-22,18.650000,18.750000,18.299999,18.450001,14.651275,43882
2003-05-23,18.450001,19.000000,18.450001,18.850000,14.968920,50138
2003-05-26,18.650000,19.950001,18.650000,19.850000,15.763023,120065
2003-05-27,20.000000,21.150000,20.000000,20.200001,16.040964,194219
2003-05-28,20.400000,20.799999,19.900000,20.600000,16.358608,92730
2003-05-29,20.750000,23.350000,20.700001,22.049999,17.510059,501549
2003-05-30,22.350000,22.950001,21.350000,21.750000,17.271828,195050
2003-06-02,21.500000,21.500000,19.000000,20.150000,16.001255,119874
2003-06-03,20.200001,20.900000,19.900000,20.350000,16.160080,51124
2003-06-04,20.500000,21.000000,20.299999,20.799999,16.517424,50069
2003-06-05,22.950001,22.950001,20.049999,20.150000,16.001255,66336
2003-06-06,20.500000,20.600000,19.650000,19.700001,15.643911,44491
2003-06-09,19.750000,20.350000,19.600000,19.799999,15.723320,283427
2003-06-10,18.900000,19.799999,18.900000,19.350000,15.365968,54552
2003-06-11,19.600000,20.000000,19.049999,19.850000,15.763023,40559
2003-06-12,20.049999,20.500000,19.950001,20.000000,15.882140,33505
2003-06-13,20.000000,20.250000,19.850000,20.100000,15.961551,39204
2003-06-16,20.500000,20.500000,19.750000,20.000000,15.882140,28205
2003-06-17,19.750000,20.250000,19.750000,20.100000,15.961551,32037
2003-06-18,20.500000,20.500000,19.700001,19.750000,15.683617,14074
2003-06-19,19.850000,20.000000,19.400000,19.450001,15.445384,37719
2003-06-20,19.600000,19.900000,19.400000,19.500000,15.485087,53032
2003-06-23,20.100000,20.100000,18.900000,19.000000,15.088035,57051
2003-06-24,19.000000,19.250000,18.700001,18.950001,15.048328,22345
2003-06-25,19.000000,19.500000,18.850000,19.200001,15.246859,29963
2003-06-26,19.500000,19.900000,19.250000,19.500000,15.485087,46240
2003-06-27,19.900000,20.049999,19.000000,19.299999,15.326266,38860
2003-06-30,19.500000,20.299999,19.450001,19.799999,15.723320,64888
2003-07-01,19.600000,19.750000,19.400000,19.500000,15.485087,28670
2003-07-02,19.900000,20.200001,19.700001,19.900000,15.802734,77977
2003-07-03,19.900000,21.500000,19.549999,21.250000,16.874775,220000
2003-07-04,21.900000,21.900000,20.900000,21.299999,16.914482,122839
2003-07-07,21.299999,21.650000,21.049999,21.150000,16.795366,74731
2003-07-08,21.500000,21.500000,20.600000,20.650000,16.398310,45609
2003-07-09,20.500000,20.700001,20.000000,20.000000,15.882140,39253
2003-07-10,20.100000,21.000000,20.000000,20.100000,15.961551,47471
2003-07-11,21.000000,21.000000,20.049999,20.200001,16.040964,44123
2003-07-14,20.950001,21.150000,20.549999,20.900000,16.596836,63147
2003-07-15,24.000000,24.000000,21.000000,21.299999,16.914482,126160
2003-07-16,21.900000,22.900000,21.500000,22.650000,17.986523,185299
2003-07-17,23.000000,23.750000,22.250000,22.450001,17.827703,222305
2003-07-18,22.299999,22.900000,21.900000,22.600000,17.946821,106494
2003-07-21,23.400000,24.950001,23.150000,23.500000,18.661516,290544
2003-07-22,23.600000,23.799999,22.700001,22.850000,18.145344,148678
2003-07-23,23.200001,23.500000,22.799999,23.150000,18.383574,54530
2003-07-24,23.400000,24.150000,23.000000,23.500000,18.661516,74388
2003-07-25,23.799999,23.950001,23.299999,23.700001,18.820335,71362
2003-07-28,24.000000,24.299999,23.400000,23.549999,18.701220,56347
2003-07-29,23.950001,23.950001,22.799999,23.200001,18.423285,34899
2003-07-30,23.799999,24.600000,23.450001,24.350000,19.336506,137788
2003-07-31,24.600000,26.200001,24.600000,25.350000,20.130611,311722
2003-08-01,25.850000,26.700001,24.799999,26.250000,20.845314,248839
2003-08-04,26.400000,26.900000,26.150000,26.450001,21.004129,113830
2003-08-05,26.850000,26.900000,25.299999,25.400000,20.170319,201906
